project_id,source_type,published_at,title,url,raw_department_name,cause_bucket,evidence
6,press_release,2026-03-26,さが介護業務効率化サポートセンター設置・運営業務委託に係る企画提案競技(プロポーザル方式)の募集を行います,https://www.pref.saga.lg.jp/kiji003118799/index.html,佐賀県健康福祉部長寿社会課,needs_reingest_inline_person,・本文:会社名等、担当部署、参加者氏名、連絡先(メールアドレス含む) ウ メール送付先:kaigoshidou@pref.saga.lg.jp(佐賀県 長寿社会課 介護人材担当) ※事前説明会への出欠は当該プロポーザルへの参加に影響しない。 2 参加資格確認申請書について 2
69,press_release,2026-03-25,衛星画像等を活用した経営所得安定対策等に係る現地確認業務の省力化に向けた実証に関する業務委託に係るプロポーザルの結果をお知らせします,https://www.pref.saga.lg.jp/kiji003118769/index.html,,result_or_answer_page_without_contact,衛星画像等を活用した経営所得安定対策等に係る現地確認業務の省力化に向けた実証に関する業務委託に係るプロポーザルの結果をお知らせします
20,proposal,2026-03-25,令和8年度佐賀県医療的ケア児支援センター運営業務に係るプロポーザル審査結果について,https://www.pref.saga.lg.jp/kiji003112533/index.html,,result_or_answer_page_without_contact,令和8年度佐賀県医療的ケア児支援センター運営業務に係るプロポーザル審査結果について
18,press_release,2026-03-25,唐津キャッスルベイ拠点エリア(西ノ浜地区)デザインプロデュース等業務委託に係る公募型プロポーザルを実施します。,https://www.pref.saga.lg.jp/kiji003118758/index.html,佐賀県地域交流部港湾課,source_has_department_only,5.問合せ先 佐賀県地域交流部港湾課 計画・整備担当 電話:0952‐25‐7163 FAX:0952‐25‐7315 E-mail : kouwan@pref.saga.lg.jp 01仕様書.pdf
8,press_release,2026-03-25,令和8年度佐賀らしい探究学習推進事業業務の企画提案競技(プロポーザル方式)の募集を行います。,https://www.pref.saga.lg.jp/kiji003118609/index.html,,no_contact_section_detected,令和8年度佐賀らしい探究学習推進事業業務の企画提案競技(プロポーザル方式)の募集を行います。 / 最終更新日: / 2026年3月25日 / 令和8年度佐賀らしい探究学習推進事業業務の企画提案競技(プロポーザル方式)の募集を行います。 / 令和8年度佐賀らしい探究学習推進事業業務の企画提案競技(プロポーザル方式)の募集を行います。 / 詳しくは別添ファイル(説明書及び仕様書)をご参照ください。 / ■委託業務名 / 令和8年度佐賀らしい探究学習推進事業業務
10,press_release,2026-03-24,令和8年度理系人材育成事業(キミノミチ発見ラボ)企画運営等業務委託の公募型プロポーザルを実施します,https://www.pref.saga.lg.jp/kiji003118747/index.html,提案書の内容に未記入箇所がある場合、添付資料等の不備により記載内容が確認で,needs_reingest_inline_person,3 提出場所 佐賀市城内1丁目1番59 号(新館9階) 佐賀県産業労働部ものづくり産業課 研究開発推進担当 4 提出方法 電子メール、持参又は郵送(必着)によること。 (注)電子メールの場合は、送信後に着信確認の電話をすること。また、 郵送の場合は、配達事故を防ぐため、配達記録が残る方法とすること。
9,proposal,2026-03-24,令和8年度(2026年度)学校改革(教育改善・業務改善)伴走型支援業務委託に係るプロポーザルの審査結果について,https://www.pref.saga.lg.jp/kiji003118765/index.html,,result_or_answer_page_without_contact,令和8年度(2026年度)学校改革(教育改善・業務改善)伴走型支援業務委託に係るプロポーザルの審査結果について
12,press_release,2026-03-23,世界海洋プラスチックプランニングセンター展示・体験ラボに係る展示設計・施工等業務委託に係るプロポーザルの審査結果をお知らせします,https://www.pref.saga.lg.jp/kiji003116129/index.html,,result_or_answer_page_without_contact,世界海洋プラスチックプランニングセンター展示・体験ラボに係る展示設計・施工等業務委託に係るプロポーザルの審査結果をお知らせします
72,press_release,2026-03-19,令和8年度(2026年度)CSOつながり支援事業委託業務に係るプロポーザルの審査結果をお知らせします。,https://www.pref.saga.lg.jp/kiji003118620/index.html,佐賀県県民環境部 県民協働課 協働社会推進担当,needs_reingest_inline_person,問合せ先 佐賀県県民環境部 県民協働課 協働社会推進担当 電話 0952-25-7374 FAX 0952-25-7561 E-mail kenminkyoudou@pref.saga.lg.jp
71,press_release,2026-03-19,令和8年度(2026年度)CSOマネジメントアカデミー事業委託業務に係るプロポーザルの審査結果をお知らせします。,https://www.pref.saga.lg.jp/kiji003118641/index.html,佐賀県県民環境部 県民協働課 協働社会推進担当,needs_reingest_inline_person,問合せ先 佐賀県県民環境部 県民協働課 協働社会推進担当 電話 0952-25-7374 FAX 0952-25-7561 E-mail kenminkyoudou@pref.saga.lg.jp
13,press_release,2026-03-19,【質問回答追加】PLA PLAオープニングセレモニー及びレセプション開催等業務委託に係る企画提案競技(プロポーザル方式)を実施します,https://www.pref.saga.lg.jp/kiji003118499/index.html,佐賀県県民環境部脱炭素社会推進課,needs_reingest_inline_person,佐賀県県民環境部脱炭素社会推進課 企画担当 井上、光枝 8 〒840-8570 佐賀県佐賀市城内1丁目1番59 号 佐賀県庁 旧館1 階 電話:0952-25-7079 FAX:0952-25-7783
74,press_release,2026-03-18,令和8年度佐賀県伝承芸能保存活用事業次世代継承のためのマニュアル制作業務委託に係る公募型プロポーザルを実施します,https://www.pref.saga.lg.jp/kiji003118632/index.html,、担当,source_has_department_only,7 問合せ先、担当 佐賀県 文化・観光局 文化課 [担当]佐賀復権推進チーム TEL 0952ー25-7236 FAX 0952-25-7179 メール culture_art@pref.saga.lg.jp --- 令和8年度佐賀県伝承芸能保存活用事業次世代継承のためのマニュアル制作 業務委託公募型プロポーザル実施要領
170,proposal,2026-03-17,【質問への回答】令和8年度県市町職員研究会“dx21”等開催業務委託に係るプロポーザルを実施します,https://www.pref.saga.lg.jp/kiji003118634/index.html,,result_or_answer_page_without_contact,【質問への回答】令和8年度県市町職員研究会“dx21”等開催業務委託に係るプロポーザルを実施します
169,proposal,2026-03-17,CSO”志”応援事業事務局運営委託業務に係るプロポーザル結果をお知らせします,https://www.pref.saga.lg.jp/kiji003118598/index.html,佐賀県県民環境部 県民協働課 協働社会推進担当,needs_reingest_inline_person,問合わせ先 佐賀県県民環境部 県民協働課 協働社会推進担当 電話 952-25-7374 FAX 952-25-7561 E-mail
46,proposal,2026-03-17,令和8年度さがデジタルサポーター育成事業業務委託に関するプロポーザルへの質問に対する回答について,https://www.pref.saga.lg.jp/kiji003118653/index.html,,result_or_answer_page_without_contact,令和8年度さがデジタルサポーター育成事業業務委託に関するプロポーザルへの質問に対する回答について
171,proposal,2026-03-16,令和8年度「SAGA BLUE PROJECT」交通安全啓発事業企画運営業務委託に係る企画コンペを実施します,https://www.pref.saga.lg.jp/kiji003101520/index.html,佐賀県県民環境部くらしの安全安心課交通事故防止特別対策室,source_has_department_only,7.問い合わせ先 担当 佐賀県県民環境部くらしの安全安心課交通事故防止特別対策室 郵便番号 840-8570 住所 佐賀県佐賀市城内1-1-59 電話 952-25-7060 ファックス番号 952-25-7327
80,proposal,2026-03-16,【質問回答】鳥栖駅東側エリア活用創出チャレンジ事業に係る企画提案業務に関するプロポーザル参加者を募集します,https://www.pref.saga.lg.jp/kiji003118626/index.html,鳥栖駅東側エリア活用創出チャレンジ事業実行委員会事務局(佐賀県政策部内),source_has_department_only,問い合わせ先 鳥栖駅東側エリア活用創出チャレンジ事業実行委員会事務局(佐賀県政策部内) ・ 所在地 〒840-8570 佐賀市城内1丁目1番59号 ・ 電話番号 0952-25-7360
79,press_release,2026-03-16,【3月16日プレゼンテーション時間・場所変更】令和8年度MONDAプロジェクト(仮称)業務委託に係る公募型プロポーザルを実施します,https://www.pref.saga.lg.jp/kiji003118517/index.html,佐賀県男女参画・こども局男女参画・女性の活躍推進課,source_has_department_only,(1) 担当課 佐賀県男女参画・こども局男女参画・女性の活躍推進課 郵便番号840-8570 佐賀県佐賀市城内1-1-59 電話 0952-25-7062 ファックス番号 0952-25-7338 電子メールアドレス danjo-katsuyaku@pref.saga.lg.jp (2) 説明書の交付期間及び方法
78,press_release,2026-03-16,佐賀城公園本丸北側エリア公園施設設計及び監修等業務に係る企画提案競技(プロポーザル方式)を実施します,https://www.pref.saga.lg.jp/kiji003118382/index.html,佐賀県 県土整備部 まちづくり課 公園担当,needs_reingest_inline_person,5 問い合わせ先 佐賀県 県土整備部 まちづくり課 公園担当 所在地 〒840-8570 佐賀市城内1丁目1番59号 電話番号 0952-25-7159 メールアドレス machizukuri@pref.saga.lg.jp
77,press_release,2026-03-16,令和8年度(2026年度)ボランティア活動・CSO活動支援に関する情報発信業務の委託に係る企画コンペ結果をお知らせします,https://www.pref.saga.lg.jp/kiji003118591/index.html,佐賀県県民環境部 県民協働課 協働社会推進担当,needs_reingest_inline_person,問合わせ先 佐賀県県民環境部 県民協働課 協働社会推進担当 電話 0952-25-7374 FAX 0952-25-7561 E-mail
76,proposal,2026-03-16,海外県人会次世代人材交流・育成事業委託業務に関するプロポーザルを実施します,https://www.pref.saga.lg.jp/kiji003118542/index.html,場所 佐賀県庁地域交流部,source_has_department_only,9 問い合わせ先 佐賀県地域交流部国際政策グループ 郵便番号840-8570 佐賀県佐賀市城内1-1-59 電話 0952-25-7419 Mail kokusaiseisaku-g@pref.saga.lg.jp ---
172,proposal,2026-03-13,令和8年度産福連携プロジェクト運営等委託業務のプロポーザルを実施します,https://www.pref.saga.lg.jp/kiji003118528/index.html,佐賀県産業労働部 ものづくり産業課,needs_reingest_inline_person,(1) 担当課 佐賀県産業労働部 ものづくり産業課 郵便番号・住所 〒840-8570 佐賀県佐賀市城内1-1-59 電話
84,proposal,2026-03-13,【質問への回答】令和8年度 SAGA PAPA 育休アシスト奨励金広報業務委託に係る企画コンペに関する質問について,https://www.pref.saga.lg.jp/kiji003118547/index.html,,result_or_answer_page_without_contact,【質問への回答】令和8年度 SAGA PAPA 育休アシスト奨励金広報業務委託に係る企画コンペに関する質問について
83,proposal,2026-03-13,【質問回答】全国お茶まつり消費拡大イベント業務に係る公募型プロポーザルの質問への回答を掲載します,https://www.pref.saga.lg.jp/kiji003118612/index.html,,result_or_answer_page_without_contact,【質問回答】全国お茶まつり消費拡大イベント業務に係る公募型プロポーザルの質問への回答を掲載します
82,press_release,2026-03-13,福岡県向けルート・グランブルーの情報発信事業業務委託に係る企画競争の結果をお知らせします,https://www.pref.saga.lg.jp/kiji003118618/index.html,広報広聴課 コミュニケーションデザイン担当,source_has_department_only,(連絡先) 広報広聴課 コミュニケーションデザイン担当 TEL:0952-25-7219 Fax:0952-25-7263 E-mail:kouhou-kouchou@pref.saga.lg.jp ---
81,press_release,2026-03-13,令和8年度年長児向けSAGAアクア体験会“SAGA Enji Basha Vol.5”実施等業務委託公募型プロポーザルを実施します,https://www.pref.saga.lg.jp/kiji003118624/index.html,提出場所 佐賀県こども未来課 子育てし大県推進担当,source_has_department_only,17 の問い合わせ先まで連絡するとともに、辞退届(様式6)を提出すること。 17 書類等提出先及び問い合わせ先 佐賀県男女参画・こども局 こども未来課 子育てし大県推進担当 〒840-8570 佐賀県佐賀市城内1丁目1-59(佐賀県庁旧館3 階) 電話:0952-25-7381 FAX:0952-25-7339 メール:kodomomirai@pref.saga.lg.jp
85,press_release,2026-03-12,【質問に対する回答】SAGA BARプロモーション事業「飲食店連携」業務委託に係るプロポーザルに関する質問について,https://www.pref.saga.lg.jp/kiji003118576/index.html,,result_or_answer_page_without_contact,【質問に対する回答】SAGA BARプロモーション事業「飲食店連携」業務委託に係るプロポーザルに関する質問について
173,proposal,2026-03-11,令和8年度職業訓練(委託訓練)企画コンペの審査結果(8~11月訓練開始分),https://www.pref.saga.lg.jp/kiji00381075/index.html,,result_or_answer_page_without_contact,令和8年度職業訓練(委託訓練)企画コンペの審査結果(8~11月訓練開始分)
92,proposal,2026-03-11,【質問への回答】唯一無二の学校魅力化促進事業における学校魅力化アドバイザー等業務委託契約の企画提案競技(企画コンペ方式)に関する質問について,https://www.pref.saga.lg.jp/kiji003118400/index.html,,result_or_answer_page_without_contact,【質問への回答】唯一無二の学校魅力化促進事業における学校魅力化アドバイザー等業務委託契約の企画提案競技(企画コンペ方式)に関する質問について
174,proposal,2026-03-10,令和8年度県市町職員研究会“dx21”等開催業務委託に係るプロポーザルを実施します,https://www.pref.saga.lg.jp/kiji003118500/index.html,佐賀県政策部さが政策推進チーム デジタルイノベーション担当,source_has_department_only,(1) 担当課 佐賀県政策部さが政策推進チーム デジタルイノベーション担当 郵便番号840-8570 佐賀県佐賀市城内1丁目1番59 号 電話 952-25-7360 電子メールアドレス sagaseisaku@pref.saga.lg.jp (2) 説明書の交付期間及び方法 令和8年3月10 日(火)から同年4月1日(水)まで佐賀県ホームページに掲載する。
86,press_release,2026-03-10,佐賀さいこう!企画アカデミア企画・運営業務委託に係る企画コンペを実施します,https://www.pref.saga.lg.jp/kiji003118179/index.html,佐賀県 地域交流部 さが 創生推進課 自発の地域づくり担当,needs_reingest_inline_person,15 問合せ先 佐賀県 地域交流部 さが創生推進課 自発の地域づくり担当 中村、古川 〒840-8570 佐賀市城内1丁目1-59 TEL 0952-25-7505 FAX 0952-25-7423
176,proposal,2026-03-06,【質問への回答】令和8年度女性のためのキャリアトークカフェ事業業務委託に係る公募型プロポーザルに関する質問について,https://www.pref.saga.lg.jp/kiji003118441/index.html,,result_or_answer_page_without_contact,【質問への回答】令和8年度女性のためのキャリアトークカフェ事業業務委託に係る公募型プロポーザルに関する質問について
175,proposal,2026-03-06,クリエイティブ共創型生産性向上支援事業(経営課題可視化プロジェクト)業務委託のプロポーザルを実施します,https://www.pref.saga.lg.jp/kiji003118401/index.html,,source_has_department_only,(3)申込先 佐賀県産業労働部産業政策課(担当:関口) Mail:sangyouseisaku@pref.saga.lg.jp ※令和8年3月11日(水曜日)12時までに電子メールにて申し込むこと。 2.本プロポーザルへの参加申込 (1) 提出書類 ア 参加確認申請書
123,press_release,2026-03-06,アクセシビリティについて,https://www.pref.saga.lg.jp/kiji00348706/index.html,.担当部署,no_contact_section_detected,アクセシビリティについて / 最終更新日: / 2026年3月6日 / 取り組み / 佐賀県では、高齢者や障害者を含む誰もが利用できるよう、日本工業規格「JIS X 8341-3:2016(※)」に基づき、以下の方針を定め、ホームページのアクセシビリティの維持・向上に努めてまいります。 / 1.対象範囲 / 佐賀県ホームページ / http://www.pref.saga.lg.jp
883,press_release,2026-03-05,令和8年度「県政ガイド」冊子等制作業務委託に係るプロポーザルを実施します,https://www.pref.saga.lg.jp/kiji003118124/index.html,佐賀県政策部広報広聴課広聴担当(担当:川久保、緒方),needs_reingest_inline_person,3 手続等に関する事項 (1)担当課 佐賀県 政策部 広報広聴課 広聴担当 住所 840-8570 佐賀県佐賀市城内1-1-59 電話番号0952-25-7351 電子メールアドレス kouhou-kouchou@pref.saga.lg.jp
94,proposal,2026-03-05,【質問への回答】佐賀県唐津地区高等学校等寄宿舎舎監業務委託契約に係る公募型プロポーザルに関する質問について,https://www.pref.saga.lg.jp/kiji003118461/index.html,,result_or_answer_page_without_contact,【質問への回答】佐賀県唐津地区高等学校等寄宿舎舎監業務委託契約に係る公募型プロポーザルに関する質問について
959,press_release,2026-03-04,ノーコードツール(kintone)調達に係る一般競争入札を実施します,https://www.pref.saga.lg.jp/kiji003118428/index.html,佐賀県総務部行政デジタル推進課(新館6階),source_has_department_only,(1) 担当課 佐賀県総務部行政デジタル推進課(新館6階) 郵便番号 840-8570 佐賀県佐賀市城内1丁目1番59 号 電話番号 0952-25-7086 電子メールアドレス gyousei-digital@pref.saga.lg.jp
96,proposal,2026-03-04,【質問への回答】SAGAハイスクールプロモーション業務に係る公募型企画コンペに関する質問について,https://www.pref.saga.lg.jp/kiji003118338/index.html,,result_or_answer_page_without_contact,【質問への回答】SAGAハイスクールプロモーション業務に係る公募型企画コンペに関する質問について
974,press_release,2026-03-03,浄化槽台帳整備に係る現地調査業務委託の条件付き一般競争入札を実施します,https://www.pref.saga.lg.jp/kiji003117197/index.html,開札場所 佐賀県庁新館8階 81号会議室,needs_reingest_inline_person,〒840-8570 佐賀県佐賀市城内1丁目1番59 号 佐賀県県土整備部下水道課 浄化槽担当 TEL 0952-25-7185 E-mail gesuidou@pref.saga.lg.jp 4 入札参加資格の確認
50,press_release,2026-03-03,令和8年度県立学校児童生徒の尿検査業務委託に係る条件付一般競争入札を実施します,https://www.pref.saga.lg.jp/kiji003118344/index.html,佐賀県教育委員会事務局 保健体育課 健康教育担当,needs_reingest_inline_person,お問い合わせ先 佐賀県教育委員会事務局 保健体育課 健康教育担当 電話:0952-25-7234 ファックス:0952-25-7477 メールアドレス:hoken-taiiku@pref.saga.lg.jp サイトポリシー
49,press_release,2026-03-03,令和8年度県立学校生徒の結核検診業務委託に係る条件付一般競争入札を実施します,https://www.pref.saga.lg.jp/kiji003118350/index.html,佐賀県教育委員会事務局 保健体育課 健康教育担当,needs_reingest_inline_person,問い合わせ先 佐賀県教育委員会事務局 保健体育課 健康教育担当 電話:0952-25-7234 ファックス:0952-25-7477 メールアドレス:hoken-taiiku@pref.saga.lg.jp サイトポリシー
48,proposal,2026-03-03,【質問回答】令和8年度特定保健指導力向上人材育成事業に係るプロポーザルに関する質問への回答を掲載します,https://www.pref.saga.lg.jp/kiji003118390/index.html,,result_or_answer_page_without_contact,【質問回答】令和8年度特定保健指導力向上人材育成事業に係るプロポーザルに関する質問への回答を掲載します
47,press_release,2026-03-03,【説明会資料掲載】令和8年度佐賀県特定保健指導力向上人材育成事業業務委託に係るプロポーザルの説明会を実施しました。,https://www.pref.saga.lg.jp/kiji003118391/index.html,,no_contact_section_detected,【説明会資料掲載】令和8年度佐賀県特定保健指導力向上人材育成事業業務委託に係るプロポーザルの説明会を実施しました。 / 最終更新日: / 2026年3月3日 / 【説明会資料掲載】令和8年度佐賀県特定保健指導力人材育成事業業務委託に係るプロポーザルの説明会を実施しました。 / 令和8年2月24日(火曜日)に標記説明会を実施しましたので、説明会資料を掲載します。 / 説明会資料 / (PDF:1.06メガバイト) / ---
52,proposal,2026-03-02,「令和7年度生成AI利活用研修委託業務」に関する企画コンペの結果について,https://www.pref.saga.lg.jp/kiji003118320/index.html,,no_contact_section_detected,「令和7年度生成AI利活用研修委託業務」に関する企画コンペの結果について / 最終更新日: / 2026年3月2日 / 企画コンペの結果について / 令和7年12月22日付けで公示した「令和7年度生成AI利活用研修委託業務」に関する企画コンペの結果については、下記のとおりです。 / 記 / 1 委託業務名 / 令和7年度生成AI利活用研修委託業務
51,proposal,2026-03-02,【質問内容及び回答】令和8年度佐賀型カーボンニュートラルチャレンジモデル企業創出等業務委託に係る企画コンペを実施します,https://www.pref.saga.lg.jp/kiji003112032/index.html,,no_contact_section_detected,【質問内容及び回答】令和8年度佐賀型カーボンニュートラルチャレンジモデル企業創出等業務委託に係る企画コンペを実施します / 最終更新日: / 2026年3月2日 / 下記、委託業務に係る企画コンペについて質問がありましたので、添付ファイルのとおり回答いたします。 / 記 / <委託業務名> / 令和8年度佐賀型カーボンニュートラルチャレンジモデル企業創出等業務委託 / (リンク)
1023,press_release,2026-02-27,令和8年度佐賀県保育士等キャリアアップ研修業務委託に係る企画コンペを実施します,https://www.pref.saga.lg.jp/kiji003118313/index.html,佐賀県健康福祉部男女参画・こども局こども未来課,needs_reingest_inline_person,担当課 佐賀県健康福祉部男女参画・こども局 こども未来課 保育幼稚園担当 住所 〒840-8570 佐賀県佐賀市城内1-1-59 電話 0952-25-7616
37,proposal,2026-02-27,「IT資産管理システムライセンス賃貸借契約」に係る条件付1般競争入札について,https://www.pref.saga.lg.jp/kiji003118236/index.html,佐賀県総務部行政デジタル推進課 情報監理担当,no_contact_section_detected,﻿ / 「IT資産管理システムライセンス賃貸借契約」に係る条件付1般競争入札について / 佐賀県 / ヘッダーをスキップ / 本文へジャンプ / Foreign Language / English / 中文(简化字) / 中文(繁體字)
177,proposal,2026-02-26,【質問回答追記】「令和8年度佐賀県伝承芸能次世代継承事業」企画運営等業務の委託に係る公募型プロポーザルを実施します,https://www.pref.saga.lg.jp/kiji003117931/index.html,佐賀県 文化・観光局 文化課 佐賀復権推進チーム,needs_reingest_inline_person,5 発注者 佐賀県 文化・観光局 文化課 〒840-8570 佐賀県佐賀市城内1丁目1番59 号 新館11 階 電話:952-25-7236 FAX:952-25-7179 E-mail:culture_art@pref.saga.lg.jp
97,press_release,2026-02-24,「スノーピーク グラウンズ 吉野ヶ里」開業セレモニー実施業務委託に係る公募型プロポーザルの審査結果について,https://www.pref.saga.lg.jp/kiji003118241/index.html,,result_or_answer_page_without_contact,「スノーピーク グラウンズ 吉野ヶ里」開業セレモニー実施業務委託に係る公募型プロポーザルの審査結果について
131,proposal,2026-02-20,【2月20日追記:質問回答掲載】佐賀県母子父子寡婦福祉資金未収金回収業務委託に係る企画コンペを実施します,https://www.pref.saga.lg.jp/kiji003117961/index.html,,needs_reingest_inline_person,10 問い合わせ、提出先 担 当 課 佐賀県男女参画・こども局 こども家庭課 家庭支援担当 住 所 〒840-8570 佐賀県佐賀市城内1-1-59 電 話 952-25-7567 メールアドレス kodomo-katei@pref.saga.lg.jp
178,proposal,2026-02-19,結婚支援管理システム構築・運用・保守業務委託に係る公募型プロポーザルを実施します,https://www.pref.saga.lg.jp/kiji003118189/index.html,,needs_reingest_inline_person,16 書類等提出先及び問い合わせ先 佐賀県男女参画・こども局 こども未来課 子育てし大県推進担当 兼武 〒840-8570 佐賀県佐賀市城内1丁目1-59(佐賀県庁旧館3 階) 電話 952-25-7381 FAX 952-25-7339 メール kodomomirai@pref.saga.lg.jp
53,proposal,2026-02-19,令和8年度佐賀型カーボンニュートラルチャレンジモデル企業創出等業務委託に係る企画コンペを実施します,https://www.pref.saga.lg.jp/kiji003111896/index.html,第6 乙は、個人情報を取り扱うにあたって、部署名(●●課、●●係等)、事務名(●●,source_has_department_only,(1)担当部署 佐賀県産業労働部産業グリーン化推進グループ産業グリーン化担当 郵便番号840-8570 佐賀県佐賀市城内1-1-59 電話 952-25-7380 ファックス番号 952-25-7369 電子メールアドレス sangyou-green@pref.saga.lg.jp (2)説明書の交付期間及び方法
98,press_release,2026-02-18,令和8年度「佐賀さいこうアート推進事業」企画運営等業務の委託に係る公募型プロポーザルを実施します,https://www.pref.saga.lg.jp/kiji003118154/index.html,行に必要な履行条件などの協議と調整を行い、協議が成立した場合は、本業務に係る随意,needs_reingest_inline_person,7.問い合わせ先 佐賀県文化・観光局文化課 芸術担当 古賀、豊田 〒840-8570 佐賀市城内1丁目1-59 TEL:0952-25-7236 E-mail:culture_art@pref.saga.lg.jp
1028,press_release,2026-02-16,佐賀県唐津地区高等学校等寄宿舎舎監業務委託契約に係る公募型プロポーザルを実施します,https://www.pref.saga.lg.jp/kiji003118100/index.html,企画提案書の内容に未記入箇所がある場合や、添付資料等の不備により記載内容が,no_contact_section_detected,佐賀県唐津地区高等学校等寄宿舎舎監業務委託契約に係る公募型プロポーザルを実施します / 最終更新日: / 2026年2月16日 / 佐賀県唐津地区高等学校等寄宿舎舎監業務委託契約に係る公募型プロポーザルを実施します / 本委託業務は、唐津地区高等学校等寄宿舎における舎監業務を委託するものであり、親元を離れスポーツや学業に励もうとする生徒たちに日常的な声掛けや面談、緊急時等の対応を行い、安心して高校生活を送れるようサポートすることを目的として業務を行います。 / この唐津地区高
977,press_release,2026-02-16,令和8年度佐賀県特定保健指導力向上人材育成事業業務委託に係るプロポーザルを実施します,https://www.pref.saga.lg.jp/kiji003118128/index.html,.提出場所,source_has_department_only,(1) 担当課 佐賀県健康福祉部国民健康保険課国保医療担当 住所 840-8570 佐賀県佐賀市城内1丁目1-59 電話 0952-25-7057 ファックス番号 0952-25-7301 電子メールアドレス kokuho@pref.saga.lg.jp (2) 説明書の交付期間及び方法
923,press_release,2026-02-16,令和8年度「佐賀県外国人材雇用サポート事業」企画・運営業務委託に関する企画提案を募集します,https://www.pref.saga.lg.jp/kiji003118112/index.html,佐賀県産業労働部産業人材課(産業人材(外国人)担当),source_has_department_only,8.問い合わせ先、申し込み先 佐賀県産業労働部産業人材課(産業人材(外国人)担当) 郵便番号:840-8570 住所:佐賀市城内1-1-59 E Mail: sangyoujinzai@pref.saga.lg.jp
